,0,1,2,source
2580,mushrooms tilting,into each other??,misty rain,sballas
2581,a place under,the willow tree??,autumn rain,sballas
2582,autumn mist,in the beggar's hand??,his empty stare,sballas
2583,autumn evening,her seventh rejection,of my proposal,sballas
2584,early frost,a scatter of termites,from tonight's log,sballas
2585,new motorcycle,we pass through the scent,of someone's dinner,sballas
2586,sun-baked grasslands,the color in the wings,of blackbirds,sballas
2587,midnight??,the last firecracker,fizzles,sballas
2588,romanian village,when the dog has passed,the rooster crows,sballas
2589,autumn rain,she lights her cigarette,from his,sballas
2590,dusty hike,a snail also crossing,the dry stream,sballas
2591,so dry??,the chaparral partly woven,into my socks,sballas
2592,the ragged bark,of a paper birch,his death day,sballas
2593,mother mends her shawl,with tobacco twine . . .,curing season,sballas
2594,crescent moon??,the street magician's trick,finally revealed,sballas
2595,end of winter,the flannel sheets,worn smooth,sballas
2596,spring cleaning,our cat curled up,in the give-away box,sballas
2597,downpour . . .,two blackbirds bathing,in cherry blossoms,sballas
2598,bullfrog eyes,half out,dusk moon,sballas
2599,carpooling??,i discover my colleague's,passion for lilies,sballas
2600,my teenager,folding paper samurai,spring wind,sballas
2601,gathering clouds,the rusty tractor,in a deep rut,sballas
2602,soap bubbles,from a child's wand . . .,spring breeze,sballas
2603,long-stay ward,a forged signature,on the mother's day card,sballas
2604,quaker meeting,a breeze passing,from tree to tree,sballas
2605,casting stitches,on a circular needle . . .,new year's day,sballas
2606,below zero . . .,verbalizing,my self talk,sballas
2607,lullaby lyrics . . .,the graceful curve,of a snowfield,sballas
2608,deep winter,the lemon seeds also,sliced in half,sballas
2609,cinnamon toast??,my boys warm,from their beds,sballas
2610,after soup,the warmth,of the bowl,sballas
2611,icy rain,the clatter of teacups,on a wobbly cart,sballas
2612,longest winter,the potato basket,empty,sballas
2613,snow moon??,steam rising,off the milk pail,sballas
2614,low winter moon,just beyond the reach,of my chopsticks,sballas
2615,sudden chill,from across the lake,another loon,sballas
2616,first autumn,without mother,the leaves,sballas
2617,before dusk,that thin strip of light,under the clouds,sballas
2618,fallen leaves??,my old dog,finds his way,sballas
2619,thanksgiving??,holding a bite,through the prayer,sballas
2620,mountain stream,two stone bridges,joined by mist,sballas
2621,last leaves fall,the warmth of his voice,deep in his letters,sballas
2622,voting day??,crows on a cedar bough,shift their weight,sballas
2623,first frost,the smell of dust,burning in the ducts,sballas
2624,christmas eve,cracking walnuts for his son,and his dad,sballas
2625,veranda railing,a magpie stares down,the dog,sballas
2626,early morning sounds . . .,the stench of the cattle truck,before it arrives,sballas
2627,setting sun??,the old man catching fish,and letting them go,sballas
2628,autumn wind,unwinding summer's,entanglements,sballas
2629,forest tree??,lichen by-passes,an old wound,sballas
2630,between fence rails,a little boy explains cows,to the cows,sballas
2631,heat lightning,a beggar outside starbucks,shakes his cup at me,sballas
2632,summer's last hour:,a yellow-jacket settles,in my garden glove,sballas
2633,mountain lake,i paddle the moon path,to your cabin,sballas
2634,leaden sky,this dead finch,weighs nothing,sballas
2635,sunrise at the pier??,calamari fishermen,bowing to the sea,sballas
2636,late afternoon sun,pigeons land,on all the heroes,sballas
2637,after fireworks,the last croaks,of roosting egrets,sballas
2638,first love??,we mark our boundaries,with river rocks,sballas
2639,car ride,the child draws,a silent story,sballas
2640,drifting up,into old aspen trees??,the sound of checkers,sballas
2641,"changing his angle,",changing his song:,a thrush at dusk,sballas
2642,fast moving clouds,my grandson finds stones,that fit his hands,sballas
2643,sun-warmed room,the patina from his touch,on the hand drums,sballas
2644,a year,wiped away,dust on luggage,sballas
2645,at the corner,the shadow,splits in two,sballas
2646,emptying my bag . . .,the pebble makes me,think of the hill again,sballas
2647,a faint groove,round my ring finger,new moon,sballas
2648,spanning,the canyon wind,california condor,sballas
2649,such stillness,i absorb the sound,of creaking bamboo,sballas
2650,the glitz,an ant carries??,morning sunshine,sballas
2651,the sparkle,in our conversation,sunshine on her knees,sballas
2652,his face,shaped by the speed,of his bike,sballas
2653,morning meditation,a moth,works the room,sballas
2654,country graveyard,confetti,in the grass,sballas
2655,waking up??,the lightest speckle of rain,on the lake,sballas
2656,bird song,the widening span,of my son's hand,sballas
2657,spring morning,the art of walking beside,someone much older,sballas
2658,mist under the bridge,the drifting shapes,of hobos,sballas
2659,church graveyard??,from somewhere close,the fragrance of lilies,sballas
2660,at the centre,of constant ripples,a moorhen's nod,sballas
2661,early spring??,the young boys spinning,till they?re dizzy,sballas
2662,graveside??,my breasts,leaking,sballas
2663,waxing moon,the sound of a butterfly,emerging,sballas
2664,spring rain??,her finger shushes,my lips,sballas
2665,mile high . . .,adding my breath,to the clouds,sballas
2666,what do i know,about the untethered balloon,my daughter's embrace,sballas
2667,his ashes,turning into the current,the turtle's ears,sballas
2668,early morning,glue sets in the shade,of the old shed,sballas
2669,early warmth,in the backyard a flicker,pokes among rocks,sballas
2670,that dull gleam,through the hazy park??,a playhouse window,sballas
2671,one maple leaf . . .,end over end on the sand,without a trace,sballas
2672,everywhere this morning,maple keys soaking in,the gentle rain,sballas
2673,summer dawn??,light around the windows,as at grandmother's,sballas
2674,thump and screech??,the long freight pulls out,in robin's song,sballas
2675,restless pigeons??,gentle words from a clerk,bring a hint of tears,sballas
2676,crescent moon,would i look at the clouds,without it?,sballas
2677,how to tell,of the myriad rich browns?,pin-oak leaves,sballas
2678,persons and place,to view the moon,sake not quite full,sballas
2679,santoka too,passed away on this date??,wine with my tears,sballas
2680,almost dry again,the drinking gourd . . .,,sballas
2681,long road,the leaves and i,windblown,sballas
2682,sunshine,the colours,of the hill,sballas
2683,temple steps??,his shoes,in the autumn rain,sballas
2684,backyard pine??,what can i do,with all these crows,sballas
2685,his lantern's glow,pushing back the dark,frog song,sballas
2686,ebb tide,the heron steps,into twilight,sballas
2687,daybreak . . .,a migratory bird's feather,on the path,sballas
2688,love:,a kigo for all,seasons,sballas
2689,a memorial bell,"tolls tolls and stops,",but his words . . .,sballas
2690,blue dragonfly,pine needles cover,the narrow path,sballas
2691,the mountain pine??,"holding the light,",held by it,sballas
2692,?bill's day???,draw the letters,in aspen-glow,sballas
2693,a little cold,and without the bright fish,this golden pond,sballas
2694,gray october,the poet's voice,outlives him,sballas
2695,full moon,and so my thoughts,turn to you,sballas
2696,vest pocket park,the leaves a little,less brilliant,sballas
2697,at his passing??,a ripple in the river,of stars,sballas
2698,misty shroud??,leaves falling,between the rails,sballas
2699,sunset fades,from the highest peak??,autumn chill,sballas
2700,higginson's haiku,still among the living;,the autumn wind,sballas
2701,a teacher's passing . . .,moonlight bathes,the apple tree,sballas
2702,another light,now??,among the stars,sballas
2703,a gentle breeze ripples,everywhere his words,leaves on grass,sballas
2704,opening his book . . .,the world he offered,tumbles out,sballas
2705,beyond emptiness,the moon filling itself,for certain,sballas
2706,autumn evening . . .,adding another star,to the milky way,sballas
2707,prayer flags,the autumn leaves carry,the blessings to you,sballas
2708,cloudy day,the janitor misses,a fallen leaf,sballas
2709,surf murmurs,the basso continuo,behind the dunes,sballas
2710,this fragility??,white cranes laced,in the air,sballas
2711,dry autumn,the fading vibrance,of a spider lily,sballas
2712,hard to tell you,how i feel . . .,this late autumn sky,sballas
2713,petrified forest,a stone axe echoes,in the sky,sballas
2714,autumn ginko,one by one,into mist,sballas
2715,harvest home,a red nasturtium,heads for the stars,sballas
2716,a single breath,the ember,comes to life,sballas
2717,leaving us in autumn . . .,leaving behind him,the blossoms to come,sballas
2718,ebbing tide,a bright shell caught,by the current,sballas
2719,tree leaves fall,as the long journey begins,a fading hymn,sballas
2720,white hydrangea,fading,in white light,sballas
2721,insect chirps,lingering low on the ground,the later moon,sballas
2722,heavy fog??,the mountain still back there,out of sight,sballas
2723,what a silence!,and nobody's around,to share it with,sballas
2724,migrating birds??,i hear his voice in the wind,toward nirvanna,sballas
2725,bleu roi,a thousand flying foxes,quarter moon,sballas
2726,walking alone,the filtered sounds,of the hototogisu,sballas
2727,dusk,a half-ripe melon,frees itself from the vine,sballas
2728,patter of raindrops,in autumn leaves . . .,the seasons turn,sballas
2729,his passing . . .,the small fir collects,fallen leaves,sballas
2730,starry night . . .,a worn phone number,in the handbook,sballas
2731,morning frost,a monk's chant,crosses the river,sballas
2732,stalagmites,a passel of school children,up ahead,sballas
2733,autumn leaves . . .,in the book she gave me,an old library stamp,sballas
2734,autumn gust,the starlings? wings,tilt in unison,sballas
2735,withered juniper??,mother's hair,since the nursing home,sballas
2736,village temple??,kids behind the gods,playing hide and seek,sballas
2737,through endless rain,the whistle,of the paperboy,sballas
2738,the taste of cider,when fallen leaves begin,to overlap,sballas
2739,bustling shoppers??,the bell ringer's,prosthetic hand,sballas
2740,winter solstice . . .,smoothing a folded corner,in my library book,sballas
2741,a single bubble,after the beaver dives,the rising moon,sballas
2742,the gardener,and his scarecrow,the same hat,sballas
2743,crows swagger,down the middle of the road,summer's end,sballas
2744,starting school tomorrow??,he talks to trees,at the woods? edge,sballas
2745,labor day,a spot of barbecue sauce,on the face of my watch,sballas
2746,summer's end,two flies fighting,over me,sballas
2747,old blue car??,the ease,of summer's last days,sballas
2748,"a still, starry night??",train tracks,wet with dew,sballas
2749,scudding clouds,the snake as long,as my sleeve,sballas
2750,stump speech??,this black and white butterfly,in none of the field guides,sballas
2751,thundercloud,blue veins down to the heart,of the gentian,sballas
2752,sunburst . . .,bits of river,through the mangroves,sballas
2753,a whiff of kelp,as i clear out the trunk??,summer moon,sballas
2754,scenic outlook,each step reveals,more grasshoppers,sballas
2755,jasmine in bloom??,termites swarm,from their nest,sballas
2756,bark butter??,a nuthatch,works the edges,sballas
2757,mountain slopes,getting wet as i walk,through clouds,sballas
2758,city bus stop . . .,the boy squats in the shadow,of his pregnant mother,sballas
2759,so many ways,to see the world,snake in the grass,sballas
